name, artist, album, genre, played
미카의 노래 (Piano ver.),Yiruma,Destiny of Love,New Age,27
Yeh Jo Des Hai Tera (Shenhai),A.R. Rahman,Swades,Indian Film Pop,26
Gurus of Peace,A.R.Rahman,Vande Mataram,A.R.Rahman - Other,26
Broken Arrows,Avicii,Stories,Dance,26
In My Place (Acoustic),Coldplay,Acoustic,AlternRock,26
Army of One,Coldplay,A Head Full of Dreams,Alternative,26
Hymn for the Weekend (Seeb Remix),Coldplay,Hymn for the Weekend (Seeb Remix) - Single,Dance,26
"Songs without words, vol 5, Op. 62: no 6, Andante grazioso in A major ""Spring Song""",Daniel Adni,The Most Relaxing Piano Album In The World...ever! CD 1,Classical,26
Fučik: Entry Of The Gladiators,Elgar Howarth: Philip Jones Brass Ensemble,Brass Band Spectacular,Other Classical,26
I Bet My Life,Imagine Dragons,Smoke + Mirrors,Alternative,26
I Won't Give Up,Jason Mraz,Love Is a Four Letter Word (Deluxe Version),Pop,26
En Jannail Theri,Mozhi,Mozhi,Sound Track,26
06 Kelina=mohanam,MS Subbulakshmi,TR2 013 l1-2 MS,Mohanam,26
NIBRUTHA NIKUNJA,NITYASANTOSHINI,SRI JAYADEVA ASHTAPADI,Other,26
PRALAYA PAYOODHI JALE,NITYASANTOSHINI,SRI JAYADEVA ASHTAPADI,Other,26
Kannathil Muthamittal,"P. Jayachandran, Chinmayi",Kannathil Muthamittal,Soundtrack,26
"Bach: Cello Suite #1 In G, BWV 1007 - 4. Sarabande",Pierre Fournier,Bach: Cello Suites [Disc 1],Other Classical,26
Creep,Radiohead,Pablo Honey,Alternative,26
Don't Stop the Music,Rihanna,Good Girl Gone Bad: Reloaded,R&B/Soul,26
Disney Love Medley (feat. Kirstin Maldonado & Jeremy Michael Lewis),Voctave,Disney Love Medley (feat. Kirstin Maldonado & Jeremy Michael Lewis) - Single,Vocal,26
I,Yiruma,Missing You,New Age,26
Lorde - Royals 2,,,,26
Mr. Saxobeat,Alexandra Stan,Saxobeats,Dance,25
Fix You,Coldplay,X & Y,Alternative,25
"Club Can't Handle Me (feat. David Guetta) [From ""Step Up 3D""]",Flo Rida,Club Can't Handle Me - Single,Hip Hop/Rap,25
Aariro,Haricharan,Deiva Thirumagan,Soundtrack,25
Suttum Vizhi,Hariharan,Kandukondain Kandukondain,A.R.Rahman - Tamil,25
Pachchai Nirame,"Hariharan, Clinton",Alai Payuthe,A.R.Rahman - Tamil,25
Shots,Imagine Dragons,Smoke + Mirrors,Alternative,25
Implosive Silence-StarMusiQ.Com,Jonita Gandhi,Highway,StarMusiQ.Com,25
Despacito (feat. Justin Bieber) [Remix],Luis Fonsi & Daddy Yankee,Despacito (feat. Justin Bieber) [Remix] - Single,Pop,25
Track 3,M L vasanthakumari,Thiruppavai Vol 2,Genre,25
Track 6,M L vasanthakumari,Thiruppavai Vol 2,Genre,25
Track 05,M S Subbulakshmi,The Golden Collection - MS Vol 1,Carnatic,25
Track 02,M S Subbulakshmi,The Golden Collection - MS Vol 2,Carnatic,25
Heera-StarMusiQ.Com,Shweta Pandit,Highway,StarMusiQ.Com,25
Nadhiye Nadhiye,Unni Menon,Rythm,A.R.Rahman - Tamil,25
Rivers flows in you,Yiruma,Missing You,New Age,25
When the love falls,Yiruma,Missing You,New Age,25
Malena Main Theme,Yo-Yo Ma,Yo-Yo Ma Plays Ennio Morricone,Neo-Classical,25
Once Upon A Time In America: Cockeye's Song,Yo-Yo Ma,Yo-Yo Ma Plays Ennio Morricone,Neo-Classical,25
Vaan,A. R. Rahman & Shashaa Tirupati,Kaatru Veliyidai (Original Motion Picture Soundtrack) - EP,Tamil,24
I Love My Africa-StarMusiQ.Com,"A. R. Rahman, Blaaze, Madras Youth Choir",Maryan,StarMusiQ.Com,24
Ek Lo Ek Muft,A.R. Rahman feat. Bappi Lahiri and K.S. Chitra,Guru,Indian Film Pop,24
One And Only,Adele,21,Pop,24
Don't You Remember (Live Acoustic),Adele,21,Pop,24
I Miss You,Adele,25,Pop,24
Sara Sara Saara Kathu,Chinmayi,Vaagai Sooda Vaa (2011),,24
Prélude No.15 in D flat - Op.28 No.15 (Raindrop),Frederic Chopin,Favorite Piano Works by Vladimir Ashkenazy,,24
Aana Aavanna,"Libson International Symphony Orchestra, Childrens Choir",Vaagai Sooda Vaa (2011),,24
Track 4,M L vasanthakumari,Thiruppavai Vol 2,Genre,24
Track 10,M S Subbulakshmi,The Golden Collection - MS Vol 1,Carnatic,24
"Just Like Fire (From ""Alice Through the Looking Glass"")",P!nk,"Just Like Fire (From ""Alice Through the Looking Glass"") - Single",Pop,24
Tere Bina,A R Rahman,Guru,A.R.Rahman - Hindi,24
Tuyo (Narcos Theme),Rodrigo Amarante,Narcos: Season 3 (A Netflix Original Series Soundtrack),TV Soundtrack,24
Try Everything,Shakira,Zootopia (Original Motion Picture Soundtrack),Pop,24
Reaper,Sia,This Is Acting,Pop,24
Love Me,Yiruma,Missing You,New Age,24
The scenery begins,Yiruma,Missing You,New Age,24
The Mission Gabriel's Oboe,Yo-Yo Ma,Yo-Yo Ma Plays Ennio Morricone,Neo-Classical,24
Baazi Laga,A.R. Rahman feat. Hariharan; Madhushree; Shweta Pandit and Bhargavee,Guru,Indian Film Pop,23
Iktara,"Amit Trivedi, Kavita Seth & Amitabh Bhattacharya",Wake Up Sid (Original Motion Picture Soundtrack) - EP,Bollywood,23
"Rimsky-Korsakov: Scheherazade, Op. 35 - 1. The Sea & Sinbad's Ship",André Previn: Vienna Philharmonic Orchestra,Rimsky-Korsakov: Scheherazade,Other Classical,23
"Concerto for Piano no 20 in D minor, K 466: 2nd movement, Romanze",Annie Fischer,The Most Relaxing Piano Album In The World...ever! CD 1,Classical,23
Something Better (feat. Lady Antebellum),Audien,Daydreams - EP,Dance,23
Someone to Watch Over Me,Canadian Brass,Amazing Brass,Easy Listening,23
"Concerto for Piano in A minor, Op. 16: 2nd movement, Adagio",Cecile Ousset,The Most Relaxing Piano Album In The World...ever! CD 2,Classical,23
Paradise,Coldplay,Mylo Xyloto,Alternative,23
Yellow,Coldplay,Parachutes,Alternative Rock,23
"Concerto for Piano no 2 in F major, Op. 102: Andante",Dmitri Alexeev,The Most Relaxing Piano Album In The World...ever! CD 1,Classical,23
"Waltzes (2) for Piano, Op. 69: no 1 in A flat major, B 95 ""L'adieu""",Dmitri Alexeev,The Most Relaxing Piano Album In The World...ever! CD 2,Classical,23
"Me, Myself & I",G-Eazy x Bebe Rexha,When It's Dark Out,Hip Hop/Rap,23
Gale Song,The Lumineers,The Hunger Games: Catching Fire (Original Motion Picture Soundtrack) [Deluxe Edition],Soundtrack,23
Track 5,M L vasanthakumari,Thiruppavai Vol 2,Genre,23
"Goldberg Variations, BWV 988: Theme ""Aria""",Maria Tipo,The Most Relaxing Piano Album In The World...ever! CD 1,Classical,23
Katrin Mozhiye,Mozhi,Mozhi,Sound Track,23
Katrin Mozhiye-f,Mozhi,Mozhi,Sound Track,23
Song of Prayer,"Nobuo Uematsu, Aki Kuroda",FF X Piano Collection,Game,23
Via Purifico,"Nobuo Uematsu, Aki Kuroda",FF X Piano Collection,Game,23
"Tchaikovsky: The Sleeping Beauty, Op. 66 - Waltz",Philip Jones Brass Ensemble,Brass Band Spectacular,Other Classical,23
Walton: Spitfire Prelude & Fugue,Philip Jones Brass Ensemble,Brass Band Spectacular,Other Classical,23
Penjaka,Shewta Mohan,Kangaroo (Original Motion Picture Soundtrack),Other Pop,23
Devil May Cry,The Weeknd,The Hunger Games: Catching Fire (Original Motion Picture Soundtrack) [Deluxe Edition],Soundtrack,23
The Mission The Falls,Yo-Yo Ma,Yo-Yo Ma Plays Ennio Morricone,Neo-Classical,23
Fragile,정성하,Irony,Popular New Age,23
Sweetest Devotion,Adele,25,Pop,22
Scars to Your Beautiful,Alessia Cara,Know-It-All (Deluxe),Pop,22
In the Air Tonight (feat. Delacey) [Radio Edit],Alex Midi,In the Air Tonight (feat. Delacey) [Radio Edit] - Single,Dance,22
"Rimsky-Korsakov: Scheherazade, Op. 35 - 1. The Sea & Sinbad's Ship",André Previn: Vienna Philharmonic Orchestra,Rimsky-Korsakov: Scheherazade,Other Classical,22
Dil Se Re,"AR. Rahman, Anuradha, Anupama",Dil Se,A.R.Rahman - Hindi,22
#SELFIE,The Chainsmokers,#SELFIE - Single,Dance,22
Kaleidoscope,Coldplay,A Head Full of Dreams,Alternative,22
Manamaganini Sathiyam-StarMusiQ.Com,Haricharan,Kochadaiyaan,StarMusiQ.Com,22
Pookkale Satru-StarMusiQ.Com,"Haricharan, Shreya Ghoshal",I,StarMusiQ.Com - Tamil,22
Imagine,John Lennon,Imagine,Pop,22
Sorry,Justin Bieber,Purpose (Deluxe),Pop,22
Track 2,M L vasanthakumari,Thiruppavai Vol 2,Genre,22
Track 7,M L vasanthakumari,Thiruppavai Vol 2,Genre,22
Track 8,M L vasanthakumari,Thiruppavai Vol 2,Genre,22
Track 06,M S Subbulakshmi,The Golden Collection - MS Vol 1,Carnatic,22
"Nocturnes (3) for Piano, Op. 15: no 2 in F sharp major",Maurizio Pollini,The Most Relaxing Piano Album In The World...ever! CD 1,Classical,22
"Sonata for Piano no 14 in C sharp minor, Op. 27 no 2 ""Moonlight"": 1st movement, Adagio sostenuto",Moura Lympany,The Most Relaxing Piano Album In The World...ever! CD 2,Classical,22
"Kinderszenen, Op. 15: no 7, Traumerei",Moura Lympany,The Most Relaxing Piano Album In The World...ever! CD 2,Classical,22
SANCHARA DADHARA,NITYASANTOSHINI,SRI JAYADEVA ASHTAPADI,Other,22
Guadosalam,"Nobuo Uematsu, Aki Kuroda",FF X Piano Collection,Game,22
"Bach: Cello Suite #1 In G, BWV 1007 - 5. Menuet 1 & 2",Pierre Fournier,Bach: Cello Suites [Disc 1],Other Classical,22
"Bach: Cello Suite #1 In G, BWV 1007 - 6. Gigue",Pierre Fournier,Bach: Cello Suites [Disc 1],Other Classical,22
Naina,Rahat Fateh Ali Khan,Omkara,Pakistani,22
Azhage Sugama 1,"Srinivas, Sadhana Sargam",Paarthale Paravasam,A.R.Rahman - Tamil,22
TamilBeat.Com - Hasile Fisile,TamilBeat.Com,Aadhavan,Soundtrack,22
Aanandha Nadanam,TamilBeat.Com,Sindhu Bhairavi,Soundtrack,22
O Saathi Re,Vishal Bharadwaj and Shreya Ghoshal,Omkara,Indian Film Pop,22
If I Could see you again,Yiruma,Missing You,New Age,22
A Pure Formality: Ricordare,Yo-Yo Ma,Yo-Yo Ma Plays Ennio Morricone,Neo-Classical,22
Once Upon a Time in America: Main Theme,Yo-Yo Ma,Yo-Yo Ma Plays Ennio Morricone,Neo-Classical,22
"The Good, the Bad and the Ugly: Ecstasy of Gold",Yo-Yo Ma,Yo-Yo Ma Plays Ennio Morricone,Neo-Classical,22
Casualties of War: Main Theme,Yo-Yo Ma,Yo-Yo Ma Plays Ennio Morricone,Neo-Classical,22
Lonely,정성하,Irony,Popular New Age,22
I Believe I Can Fly,정성하,Perfect Blue,Popular New Age,22
Coldplay - In My Place (320 kbps),,,,22
Taylor Swift - Blank Space,,,,22
Idhu Manmatha Maaham,A. R. Rahman,Introducing A.R. Rahman,World,21
Ok Jaanu Title Track,A. R. Rahman & Srinidhi Venkatesh,OK Jaanu (Original Motion Picture Soundtrack),Bollywood,21
Watlz for a Romance,A.R.Rahman,Lagaan,A.R.Rahman - Hindi,21
Aadi Paaru Mangaatha,A.R.Rahman,May Matham,A.R.Rahman - Tamil,21
I Found A Boy,Adele,21,Pop,21
Udaigiren Udaigiren - TamilTunes.com,Alaap Raju,Vaayai Moodi Pesavum (2014),,21
Secrets (Featuring Doreen Wills),Alonzo Holt,Misunderstood,Other Pop,21
Elsa's Procession to the Cathedral from Lohengrin,Colonel Timothy W. Foley & US Marine Band,Retrospective,Classical,21
Royals,Lorde,Pure Heroine,Pop,21
Track 14,M L vasanthakumari,Thiruppavai Vol 2,Genre,21
Track 07,M S Subbulakshmi,The Golden Collection - MS Vol 1,Carnatic,21
Jagadanandakaraka,M.S. Subbulakshmi,Naada Sudha Rasa,World,21
"Bagatelle for Piano in A minor, WoO 59 ""Fur Elise""",Moura Lympany,The Most Relaxing Piano Album In The World...ever! CD 1,Classical,21
Kannal Pesum,Mozhi,Mozhi,Sound Track,21
Travel Agency,"Nobuo Uematsu, Aki Kuroda",FF X Piano Collection,Game,21
Summer Isles,YBS Band,Hymn of the Highlands,Other Pop,21
The Last Sound,Yiruma,Destiny of Love,New Age,21
The Legend Of 1900: Playing Love (Cello And Piano),Yo-Yo Ma,Yo-Yo Ma Plays Ennio Morricone,Neo-Classical,21
For You,정성하,Irony,Popular New Age,21
Wake Me Up When September Ends,정성하,Perfect Blue,Popular New Age,21
Maa Tujhe Salaam,A.R.Rahman,Vande Mataram,A.R.Rahman - Other,20
I'll Be Waiting,Adele,21,Pop,20
Million Years Ago,Adele,25,Pop,20
Air on a G String,Canadian Brass,Amazing Brass,Easy Listening,20
The Girl From Ipanema,Frank Sinatra,Antonio Carlos Jobim,Jazz,20
Mahler: Symphony #5 In C Sharp Minor - 1. Trauermarsch,Georg Solti: Chicago Symphony Orchestra,Mahler: Symphony #5,Other Classical,20
Polaroid,Imagine Dragons,Smoke + Mirrors,Alternative,20
Kilimanjaro,"Javed Ali, Chinmai",Endhiran,A.R.Rahman - Tamil,20
Ordinary People,John Legend,Get Lifted,R&B/Soul,20
"Liebestraume for Piano, S 541: no 3, O Lieb, so lang",John Ogdon,The Most Relaxing Piano Album In The World...ever! CD 2,Classical,20
Track 9,M L vasanthakumari,Thiruppavai Vol 2,Genre,20
Track 12,M L vasanthakumari,Thiruppavai Vol 2,Genre,20
Track 13,M L vasanthakumari,Thiruppavai Vol 2,Genre,20
Track 10,M S Subbulakshmi,The Golden Collection - MS Vol 2,Carnatic,20
Track 12,M S Subbulakshmi,The Golden Collection - MS Vol 2,Carnatic,20
Secrets (Acoustic),Maddi Jane,Unreleased (EP) - EP,Contemporary R&B,20
"Concerto for Piano no 1 in E minor, B 53/Op. 11: 2nd movement, Romanze",Maria Tipo,The Most Relaxing Piano Album In The World...ever! CD 1,Classical,20
Uptown Funk (feat. Bruno Mars),Mark Ronson,Uptown Special,Pop,20
Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,Title (Deluxe Edition),Pop,20
"Hojas de album (6), Op. 165 ""Espana"": no 2, Tango",Moura Lympany,The Most Relaxing Piano Album In The World...ever! CD 2,Classical,20
Sevvanam Selai,Mozhi,Mozhi,Sound Track,20
Pesa Madandha,Mozhi,Mozhi,Sound Track,20
Ladio-StarMusiQ.Com,Nikita Gandhi,I,StarMusiQ.Com - Tamil,20
BAALAMUKUNDAASHTAKAM,"NITYASANTHOSHINI ,SAANDIP",SREE KRISHNA SUPRABHATAM,Other,20
Rikku's Theme,"Nobuo Uematsu, Aki Kuroda",FF X Piano Collection,Game,20
We Know the Way,Opetaia Foa'i & Lin-Manuel Miranda,Moana (Original Motion Picture Soundtrack) [Deluxe Edition],Soundtrack,20
"Bach: Cello Suite #2 In D Minor, BWV 1008 - 1. Praeludium",Pierre Fournier,Bach: Cello Suites [Disc 1],Other Classical,20
Tere Liye Mere Kareem - SongsMp3.Com,"Prashant Pillai , Gagan Baderiya",Wazir (2016),Bollywood,20
Signore Signore Sig,"Raafique, Noel, Anupama, Swarnalatha",Kannathil Muthamittal,Soundtrack,20
Cheap Thrills (feat. Sean Paul),Sia,Cheap Thrills (feat. Sean Paul) - Single,Pop,20
Nee Marilyn Monroe,A.R. Rahman,Azhagiya Tamil Magan,Other,19
Valayapatti Tamizh,A.R. Rahman,Azhagiya Tamil Magan,Other,19
If It Hadn't Been For Love,Adele,21,Pop,19
Mersalayitten-StarMusiQ.Com,"Anirudh Ravichandar, Neeti Mohan",I,StarMusiQ.Com - Tamil,19
Life in Technicolor,Coldplay,Viva la Vida,Alternative Rock,19
X Y,Coldplay,X & Y,Alternative Rock,19
If I Rise,Dido & A. R. Rahman,127 Hours (Music from the Motion Picture),Soundtrack,19
Mirror,Ellie Goulding,The Hunger Games: Catching Fire (Original Motion Picture Soundtrack) [Deluxe Edition],Soundtrack,19
Waltz in E flat - Op.18 (Grand Valse brillante),Frederic Chopin,Favorite Piano Works by Vladimir Ashkenazy,,19
Barcarolle in F sharp - Op.60,Frederic Chopin,Favorite Piano Works by Vladimir Ashkenazy,Classical,19
Aalala Kanda,"Hariharan, MSV",Sangamam,A.R.Rahman - Tamil,19
Mundhinam,"Harris Jayaraj, Naresh Iyer & Prashanthini",Vaaranam Aayiram (Original Motion Picture Soundtrack),Tamil,19
Dream,Imagine Dragons,Smoke + Mirrors,Alternative,19
Come With Me Now,KONGOS,Lunatic,Alternative,19
Guns and Ships,"Leslie Odom, Jr., Daveed Diggs, Christopher Jackson & Original Broadway Cast of Hamilton",Hamilton (Original Broadway Cast Recording),Soundtrack,19
Track 11,M L vasanthakumari,Thiruppavai Vol 2,Genre,19
Track 08,M S Subbulakshmi,The Golden Collection - MS Vol 1,Carnatic,19
Valerie (feat. Amy Winehouse),Mark Ronson featuring Amy Winehouse,Version,Pop,19
Star Trek Main Theme,Michael Giacchino,Star Trek Beyond (Music from the Motion Picture),Soundtrack,19
Without You,The Piano Guys,The Piano Guys Youtube Hits Vol. 1,Classical Crossover,19
Ranjha Ranjha,"Rekha Bharadwaj, Javed Ali, Anuradha Sriram",Raavan,A.R.Rahman - Hindi,19
S&M,Rihanna,Loud,Pop,19
Aarumuga Saamy,Sriram,Saamy,Soundtrack,19
Khwaja Mere,TamilBeat.Com,Jodhaa Akbar,Soundtrack,19
E Ajnabi,"Udit Narayan, Mahalakshmi",Dil Se,A.R.Rahman - Hindi,19
Kiss the rain,Yiruma,Missing You,New Age,19
Once Upon a Time in the West: Main Theme,Yo-Yo Ma,Yo-Yo Ma Plays Ennio Morricone,Neo-Classical,19
Twist In My Sobriety,정성하,Perfect Blue,Popular New Age,19
Maula Wa Sallim,A. R. Rahman & A.R. Ameen,OK Jaanu (Original Motion Picture Soundtrack),Bollywood,18
Saathiya,A.R.Rahman,Saathiya,A.R.Rahman - Hindi,18
Lovesong,Adele,21,Pop,18
Hiding My Heart,Adele,21,Pop,18
Love in the Dark,Adele,25,Pop,18
Aila Aila-StarMusiQ.Com,"Aditya Rao, Natalie Di Luccio",I,StarMusiQ.Com - Tamil,18
What If,Coldplay,X & Y,Alternative Rock,18
A Massage,Coldplay,X & Y,Alternative Rock,18
Perfect Duet (with Beyoncé),Ed Sheeran,Perfect Duet (with Beyoncé) - Single,Pop,18
Udhaya Udhaya,"Hariharan, Sadhana Sargam",Udhaya,A.R.Rahman - Tamil,18
End Credits,John Williams,Jurassic Park,Original Film/TV Music,18
Track 11,M S Subbulakshmi,The Golden Collection - MS Vol 2,Carnatic,18
Aadum Chidambaramo,M.S.Subbalakshmi,Naada Sudha Rasa (Disc 2),World,18
"Waltzes (16) for Piano 4 hands, Op. 39: no 15 in A flat major",Moura Lympany,The Most Relaxing Piano Album In The World...ever! CD 1,Classical,18
02-Saraguna Palimpa-Kedaragowl,MS Subbulakshmi,RPG CDNF 147205,Other,18
ANANTAKANDARPA,"NITYASANTHOSHINI ,SAANDIP",SREE KRISHNA SUPRABHATAM,Other,18
Silhouettes,Of Monsters and Men,The Hunger Games: Catching Fire (Original Motion Picture Soundtrack) [Deluxe Edition],Soundtrack,18
"Comptine d'un Autre Été, l'après-Midi",Pi Ano,Piano - Best of Pop Piano Instrumental,Instrumental,18
Aas Paas Khuda,Rahat Fateh Ali Khan,Anjaana Anjaani,Hindi Soundtrack,18
"Jiya Dhadak Dhadak Jaye (From ""Kalyug"")",Rahat Fateh Ali Khan,Top 40 Bollywood Classic Bar Grooves Plus Free Continuous DJ Mix,Bollywood,18
Maattram Ondrudhaan Maaraadhadhu-StarMusiQ.Com,"Rajinikanth, Haricharan, V.Umashankar",Kochadaiyaan,StarMusiQ.Com,18
Namak,Rekha Bhardwaj and Rakesh Pandit,Omkara,Indian Film Pop,18
Swasame,"SP. Balasubramaniam, Sadhana Sargam",Thenali,A.R.Rahman - Tamil,18
Agni Kunchonru,Tamil devotional,Atma by Bombay Jayshree,,18
Waterfall- Jon Schmidt up close in H,ThePianoGuys,ThePianoGuys,,18
The Way You Looked Tonight - My Best Friend's Wedding,Tony Bennett,Movie Hits - Soundtrack Of Your Life,Soundtrack,18
The Rose,Westlife,The Love Album,132,18
Destiny Of Love,Yiruma,Destiny of Love,New Age,18
미카의 노래 (Orchestra Ver.),Yiruma,Destiny of Love,New Age,18
The Mission Gabriel's Oboe (Cello And Piano),Yo-Yo Ma,Yo-Yo Ma Plays Ennio Morricone,Neo-Classical,18
Pitbull - Timber ft. Ke$ha,,,,18
Jee Lein,"A. R. Rahman, Arjun Chandy, Neeti Mohan & Savithri R Prithvi",OK Jaanu (Original Motion Picture Soundtrack),Bollywood,17
Hello Doctor,A.R.Rahman,Kadhal Desam,A.R.Rahman - Tamil,17
Chhalka Chhalka Re,A.R.Rahman,Saathiya,A.R.Rahman - Hindi,17
Engeyum Kadhal,Aalaap Raju,Engayum Kadhal,,17
Turning Tables (Live Acoustic),Adele,21,Pop,17
Remedy,Adele,25,Pop,17
Water Under the Bridge,Adele,25,Pop,17
Omana Pennae,"Benny Dayal, Kalyani Menon",Vinnaithandi Varuvayya,A.R.Rahman - Tamil,17
Something Just Like This (Alesso Remix),The Chainsmokers & Coldplay,Something Just Like This (Remix Pack) - EP,Dance,17
We Don’t Talk Anymore (feat. Selena Gomez),Charlie Puth,Nine Track Mind,Pop,17
"Lyric Pieces (6), Book 3, Op. 43: no 6, In Springtime",Daniel Adni,The Most Relaxing Piano Album In The World...ever! CD 1,Classical,17
Yathe Yathe - www.123musiq.com - ® Riya collections ®,GV Prakash Kumar - www.123musiq.com - ® Riya collections ®,Aadukalam - www.123musiq.com - ® Riya collections ®,www.123musiq.com - ® Riya collections ®,17
Aye Mr. Minor! - TamilTunes.com,Haricharan & Shashaa Tirupati,Kaaviyathalaivan (2014),,17
"Etudes (12) for Piano, Op. 10: no 3 in E major, B 74 ""Tristesse""",John Ogdon,The Most Relaxing Piano Album In The World...ever! CD 1,Classical,17
Track 15,M L vasanthakumari,Thiruppavai Vol 2,Genre,17
Place For Us,Mikky Ekko,The Hunger Games: Catching Fire (Original Motion Picture Soundtrack) [Deluxe Edition],Soundtrack,17
Gade (J): Jalousie,Philip Jones Brass Ensemble,Brass Band Spectacular,Other Classical,17
Saint-Saëns: Carnival Of The Animals - The Elephant,Philip Jones: Philip Jones Brass Ensemble,Brass Band Spectacular,Other Classical,17
Selfie (Workout Mix),Power Music Workout,55 Smash Hits! - Running Mixes!,Fitness & Workout,17
Laakad,Rekha Bhardwaj,Omkara,Indian Film Pop,17
Shooting Arrows At the Sky,Santigold,The Hunger Games: Catching Fire (Original Motion Picture Soundtrack) [Deluxe Edition],Soundtrack,17
Yaarumilla - TamilTunes.com,Shweta Mohan & Srinivas,Kaaviyathalaivan (2014),,17
The Moment,Yiruma,Missing You,New Age,17
With the wind,Yiruma,Missing You,New Age,17
The Untouchables: Death Theme,Yo-Yo Ma,Yo-Yo Ma Plays Ennio Morricone,Neo-Classical,17
Perfect Blue,정성하,Perfect Blue,Popular New Age,17
Livin' On A Prayer,정성하,Perfect Blue,Popular New Age,17
Aathangara Marame,A.R.Rahman,Kizhakku Cheemayile,A.R.Rahman - Tamil,16
O Humdum Suniyo Re,A.R.Rahman,Saathiya,A.R.Rahman - Hindi,16
Can't Take My Eyes off You,Andy Williams,Platinum Collection,"Traditional Pop, Jazz, Country, Pop",16
Angel On Fire,Antony & The Johnsons,The Hunger Games: Catching Fire (Original Motion Picture Soundtrack) [Deluxe Edition],Soundtrack,16
Ozhakku Nilave,Bibin Tuttu,Kangaroo (Original Motion Picture Soundtrack),Other Pop,16
Ennodu Nee Irundhal (Reprise)-StarMusiQ.Com,"Chinmayi, Sid Sriram",I,StarMusiQ.Com - Tamil,16
Magic,Coldplay,Ghost Stories,Alternative,16
Perfect,Ed Sheeran,÷ (Deluxe),Pop,16
Coates: The Dam Busters,Elgar Howarth: Philip Jones Brass Ensemble,Brass Band Spectacular,Other Classical,16
Nocturne No.1 in B flat minor - Op.9 No.1,Frederic Chopin,Favorite Piano Works by Vladimir Ashkenazy,Classical,16
"Suite espanola, Op. 47: no 1, Granada",Garrick Ohlsson,The Most Relaxing Piano Album In The World...ever! CD 1,Classical,16
Somebody That I Used to Know (feat. Kimbra),Gotye,Making Mirrors (Deluxe Version),Alternative,16
Aaruyire,Guru,Tamilmp3world.Com,Other,16
Smoke and Mirrors,Imagine Dragons,Smoke + Mirrors,Alternative,16
"Nocturnes (3) for Piano, B 54/Op. 9: no 2 in E flat major",John Ogdon,The Most Relaxing Piano Album In The World...ever! CD 2,Classical,16
Unnai Kannandhu Naan,"Kamal Haasan, Shankar Mahadevan",Vishwaroopam,Soundtrack,16
Dheeme Dheeme,Kavita Krishnamurthy,Zubeidaa,A.R.Rahman - Hindi,16
